Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
Honda,Urban,Apr,4,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Honda,Rural,Apr,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Urban,Jul,3,Male,Married,51,Third Party,Sedan - Collision,Sedan,less than 20000,0,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Sep,2,Female,Single,24,Policy Holder,Sport - Collision,Sport,more than 69000,1,1,400,2,8 to 15,15 to 30,none,5 years,26 to 30,No,No,External,none,2 to 3 years,1 vehicle,Collision
Toyota,Urban,Feb,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Aug,3,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Rural,May,3,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,Yes,External,none,no change,1 vehicle,Collision
Honda,Urban,May,3,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,Internal,none,no change,1 vehicle,Collision
Toyota,Urban,Aug,1,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Sep,2,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Collision
VW,Urban,Sep,3,Male,Married,75,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,5,400,3,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Liability
Chevrolet,Urban,Sep,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Nov,3,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jan,1,Male,Married,56,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4,400,2,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability
Ford,Rural,Nov,5,Male,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Sep,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Chevrolet,Urban,Apr,2,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Oct,1,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Aug,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Mazda,Urban,May,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Rural,Feb,2,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,2,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Feb,2,Male,Married,46,Third Party,Sedan - Collision,Sedan,more than 69000,0,4,400,1,more than 30,more than 30,2 to 4,new,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Feb,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Pontiac,Urban,Feb,2,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Jun,1,Male,Married,51,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,5,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils
Honda,Urban,Jun,1,Male,Married,55,Third Party,Sedan - Liability,Sport,30000 to 39000,0,8,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability
VW,Urban,Jun,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,7,400,4,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,May,5,Female,Single,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Sep,3,Female,Single,20,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,5,400,4,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,no change,1 vehicle,Collision
Ford,Urban,Aug,4,Male,Married,37,Policy Holder,Utility - All Perils,Utility,more than 69000,0,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Mazda,Urban,Nov,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,Liability
Honda,Urban,Oct,1,Female,Married,45,Third Party,Sport - Collision,Sport,more than 69000,0,15,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Sep,2,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Ford,Urban,Sep,2,Male,Married,62,Third Party,Sedan - Collision,Sedan,60000 to 69000,0,11,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,Collision
Toyota,Rural,Oct,1,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Feb,3,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Jun,1,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Jun,2,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Chevrolet,Rural,Jun,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Dodge,Rural,Jul,2,Female,Single,32,Third Party,Sedan - Liability,Sport,20000 to 29000,0,7,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Sep,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,1,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Nov,2,Male,Divorced,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Honda,Urban,Sep,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Oct,3,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Mazda,Urban,Jan,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,5,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Feb,2,Female,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,May,1,Female,Married,34,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,15,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jul,4,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Accura,Urban,Nov,5,Male,Married,73,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,14,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Nov,5,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14,400,3,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Rural,Feb,3,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Honda,Urban,Apr,3,Male,Married,26,Policy Holder,Sport - Collision,Sport,more than 69000,0,8,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Collision
Pontiac,Urban,Jun,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Apr,4,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Nov,2,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15,500,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision
Ford,Urban,Nov,5,Male,Single,37,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Nov,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Dodge,Urban,Sep,3,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,16,400,2,more than 30,more than 30,none,4 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,Sep,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Aug,2,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Aug,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Urban,Dec,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Dec,1,Female,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Urban,Nov,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Oct,5,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5,400,2,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Sep,2,Male,Single,23,Policy Holder,Sport - Collision,Sport,more than 69000,1,11,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Jul,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Jul,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Jul,1,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Jun,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Toyota,Urban,Jun,3,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Honda,Urban,May,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Apr,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision
Mazda,Urban,Mar,2,Female,Single,41,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Sep,3,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,12,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,Collision
Mazda,Urban,Dec,4,Male,Married,63,Third Party,Sport - Collision,Sport,more than 69000,0,15,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Apr,1,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Dec,2,Female,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Dec,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Chevrolet,Urban,Dec,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,1 year,1 vehicle,Collision
Pontiac,Urban,Sep,4,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Sep,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Accura,Urban,Aug,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3,400,2,more than 30,more than 30,none,6 years,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Urban,Aug,4,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Aug,4,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Honda,Urban,Jul,1,Female,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Jun,3,Male,Married,50,Third Party,Sedan - Collision,Sedan,more than 69000,0,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
VW,Urban,Mar,5,Male,Married,64,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,16,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Rural,Oct,2,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Dec,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,700,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Sep,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Nov,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Nov,1,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Nov,1,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,14,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils
Pontiac,Urban,Aug,1,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Jun,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,more than 69000,0,10,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Mazda,Urban,Jun,4,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Nov,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Sep,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Accura,Urban,Jun,1,Male,Married,53,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Rural,May,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Saturn,Urban,Jun,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Rural,Feb,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,15,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Dec,5,Male,Single,0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Dec,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Sep,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,less than 20000,1,10,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,All Perils
Pontiac,Urban,Oct,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Jun,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,May,4,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Rural,Jun,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Rural,Sep,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Nov,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Urban,Apr,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Toyota,Urban,Apr,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,May,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability
Mazda,Urban,Jun,1,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,3 to 4,Liability
Mazda,Rural,Sep,4,Female,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,16,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Sep,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability
Pontiac,Rural,Aug,2,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Sep,4,Male,Married,26,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Ford,Urban,Oct,2,Male,Married,62,Policy Holder,Utility - All Perils,Utility,more than 69000,0,10,700,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Sep,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,8,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Nov,4,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jan,1,Male,Married,69,Third Party,Sedan - Liability,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Apr,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Apr,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Urban,Apr,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Ford,Urban,Jun,3,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
